timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1684772120096,2,Main Catalog,200,OK,Thread Group 1-20,text,true,,5762,399,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1684772120163,2,Sign In,200,OK,Thread Group 1-8,text,true,,3923,545,25,25,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,2,0,0
1684772120450,2,Main Catalog,200,OK,Thread Group 1-23,text,true,,5762,399,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1684772120466,3,Main Catalog,200,OK,Thread Group 1-21,text,true,,5762,399,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,3,0,0
1684772120486,2,Sign In,200,OK,Thread Group 1-15,text,true,,3925,545,25,25,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,2,0,0
1684772120709,3,Main Catalog,200,OK,Thread Group 1-22,text,true,,5762,399,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,3,0,0
1684772120913,5,Login,200,OK,Thread Group 1-7,text,true,,5262,1505,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,3,0,0
1684772120913,3,Login-0,302,Found,Thread Group 1-7,,true,,193,880,25,25,http://localhost:8080/jpetstore/actions/Account.action,3,0,0
1684772120916,2,Login-1,200,OK,Thread Group 1-7,text,true,,5069,625,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1684772121045,2,Sign In,200,OK,Thread Group 1-17,text,true,,3923,545,25,25,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,2,0,0
1684772121226,3,Sign In,200,OK,Thread Group 1-18,text,true,,3923,545,25,25,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,3,0,0
1684772121230,3,Sign In,200,OK,Thread Group 1-11,text,true,,3925,545,25,25,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,3,0,0
1684772121385,3,Sign In,200,OK,Thread Group 1-16,text,true,,3923,545,25,25,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,3,0,0
